Filename;ActivityName;Location;ReferenceProduct
01f0a3b1-23a7-40cc-b15f-9a8207f9e6c8_ec25a8e0-8a4a-4fb7-ad61-8302b7744a82.spold;market for slab and siding, hardwood, wet, measured as dry mass;CH;slab and siding, hardwood, wet, measured as dry mass
01fdb04c-65b4-458f-8d97-511e3adba79a_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from RO;MD;electricity, high voltage
01fecae2-5b7c-4c0d-928a-8476ee30dce8_b2651a4d-dbb8-4fb9-b5eb-457193dc543d.spold;benzene chlorination;RER;p-dichlorobenzene
01fed1ab-36de-4fe8-9332-d97545c568d8_794ea6cc-787f-4993-b8ef-e4b626ae0dcd.spold;greenhouse construction, plastic walls and roof, plastic tubes;FR;greenhouse, plastic walls and roof
01ffd0cc-36d5-4f4c-9429-2d0a657c8312_5f5a720f-df9c-4317-949a-8ceeefca4055.spold;pipeline construction, natural gas, low pressure distribution network;CH;pipeline, natural gas, low pressure distribution network
0200c446-5fdf-408a-a659-ead0c84dea81_66c93e71-f32b-4591-901c-55395db5c132.spold;treatment of coal gas, in power plant;DE;electricity, high voltage
0200c446-5fdf-408a-a659-ead0c84dea81_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;treatment of coal gas, in power plant;DE;heat, district or industrial, other than natural gas
0202a129-fe2a-44ff-acde-34c67b7c1302_6f2eb438-cde2-4d07-a770-d023a988a9c4.spold;market for waste wood, untreated;PE;waste wood, untreated
020327b9-3a14-44c5-8305-64a7f608c519_63bf19bc-8cbc-4d14-906e-abfa110dbb5f.spold;market for sulfidic tailings, from gold mine operation;PE;sulfidic tailings, from gold mine operation
020aa193-d39d-4998-801d-8adbec544256_81f4caa3-a1f7-4c01-95ff-4c2d38357e66.spold;market for concrete slab;IN;concrete slab
020b3434-9adb-4ed4-b16d-88d63528449e_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;BE;electricity, high voltage
020bb739-dbe2-4fe3-84a0-508e96e5670f_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;CA-AB;electricity, medium voltage
020f2e04-99ab-459e-85b8-5da0ede95cb4_cfbce515-3f54-4411-ad9d-3d26b7faa15a.spold;transport, freight, lorry, all sizes, unregulated to generic market for transport, freight, lorry, unspecified;BR;transport, freight, lorry, unspecified
020f389d-869f-4ac9-82d9-c8998d700e63_d2ad7fe5-59ef-47c9-adff-d7c5ab93ee70.spold;market for broccoli;GLO;broccoli
0210895c-a627-4539-894e-f01a581bb0a0_4b60b7d1-1f63-444f-83b7-f922bff8254b.spold;peanut seed production, at farm;RoW;peanut seed, at farm
0212b045-932e-4553-935c-58b21435811f_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;IE;electricity, medium voltage
0218341f-d9b4-4f30-9be3-85df5492bb97_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity production, medium voltage, petroleum refinery operation;Europe without Switzerland;electricity, medium voltage
02187740-2aca-4c94-b49f-7a61d829dd7c_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CN-XZ;electricity, low voltage
02196b17-0d12-4ea3-adbb-d2b9ef87d597_7694e67a-7f11-53b2-97fa-9526154d614c.spold;calcium ammonium nitrate production;CN;calcium ammonium nitrate
021c1b4a-a778-40a2-a4b6-13cfed79366f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, pumped storage;CA-SK;electricity, high voltage
02224a08-5caf-4dac-aaa0-54970fae707c_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;SK;heat, district or industrial, natural gas
02224a08-5caf-4dac-aaa0-54970fae707c_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, combined cycle power plant, 400MW electrical;SK;electricity, high voltage
0228f914-6356-457a-b8ba-f6f369aec738_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;land use change, annual crop;BR-AL;land use change, annual crop
022a726a-1c3d-461f-8bb0-22605a2487bc_dae141a8-7daa-4f03-a649-b85b718ac65b.spold;market group for waste glass;RER;waste glass
022c0497-2784-48c8-b0fe-2e1f4e07c795_d479404a-f180-41cc-a587-4425b64e4a00.spold;market for purified terephthalic acid;GLO;purified terephthalic acid
022fff83-f6b8-44a7-932f-b7e7ed4d913f_1d32b849-121f-4d23-853c-fa2bf55c42e9.spold;market for land use change, annual crop;NL;land use change, annual crop
0238c0f5-7bac-48f5-9f27-758a9583b46c_653ca70d-49a6-4c62-ae9c-56b3c00b647c.spold;transport, freight, lorry 16-32 metric ton, unregulated;ZA;transport, freight, lorry 16-32 metric ton, unregulated
023a7a74-adbc-49ef-85d8-1cf384bc0240_b438f1ca-bbc3-403c-a979-381e5eb738ea.spold;market for aircraft, belly freight, very short haul;GLO;aircraft, belly freight, very short haul
023b6f7a-6975-479b-aa71-96e9c4a5e5e2_1a444fb4-f931-4369-8683-2844944ebdba.spold;tillage, harrowing, by spring tine harrow;RoW;tillage, harrowing, by spring tine harrow
023bb66f-840f-4505-997c-7de17d9890f9_2950d93a-bd55-4449-ab91-c3ed613ea718.spold;mine infrastructure construction, open cast, peat;RoW;mine infrastructure, open cast, peat
0244f8c6-0f2e-41c7-a002-26d13335ea8f_53d60981-1d3c-4dc2-82c6-5351f9389001.spold;market for hydropower plant, reservoir, non-alpine regions;GLO;hydropower plant, reservoir, non-alpine regions
024ccfc4-dabf-43bb-9e9d-e60f92db1253_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, <1MW turbine, onshore;NL;electricity, high voltage
024f528a-2251-4c26-b1cb-8bf72f1e5635_72798b31-e71e-4eef-9157-8df025f7fb43.spold;biomethane production, low pressure, vehicle grade;RoW;biomethane, low pressure, vehicle grade
0252e9c2-6883-4c99-ae5a-bed1af65c564_e2d6dd95-4200-4497-901a-eaf6eaff4276.spold;market for cathode, NCA, for Li-ion battery;CN;cathode, NCA, for Li-ion battery
02545db3-fbe4-4d86-b6ba-5ff99a2815a9_136f89b3-af52-4826-97f7-cc35f80f226f.spold;market for seal, natural rubber based;GLO;seal, natural rubber based
025523f2-d8d1-47b1-9c37-dc8d635a713c_cca72f1b-007e-445f-8403-7c87ed6b5d62.spold;flat plate solar collector production, Cu absorber;CH;flat plate solar collector, Cu absorber
025a92a0-97e2-4c9a-a12b-9d1e46ccc38c_6f4bede8-f885-499c-8ac9-6832e35d9d16.spold;market for ammonium sulfate;RoW;ammonium sulfate
025ae19e-1d4b-4a25-9852-23c407298b28_a3c5df1d-2d37-409d-a3c6-61a4fb144c34.spold;diazole-compound production;RoW;diazole-compound
025f273a-8af3-441c-89fa-49f61057bb24_5c87ce58-1c14-4af2-8bb2-218b118f2240.spold;beryllium hydroxide production;US;beryllium hydroxide
02620cbd-6d4c-439c-b6cb-7458da1cd5ef_b4d3bf0b-4192-4c37-b639-c85ace435c13.spold;steel turning, primarily dressing, computer numerical controlled;RoW;steel removed by turning, primarily dressing, computer numerical controlled
0275e3af-738c-4a2d-92f2-1a595ed918ed_deb4f70c-bf2a-4cd3-bc3b-c71af8820da3.spold;market for soybean;RoW;soybean
0280f32a-e63a-4ab5-a74d-2620edf2cdb9_f932591b-3558-4593-9071-e901333e7596.spold;market for pitch despergents, in paper production;RER;pitch despergents, in paper production
028e8255-10ff-4993-904e-c6d3b7208096_d69294d7-8d64-4915-a896-9996a014c410.spold;market for electricity, low voltage;IN-Western grid;electricity, low voltage
028eb7e6-288b-4301-8688-70c8fd93e1b6_637b1880-31ae-4205-ad16-064b9069a97c.spold;machine operation, diesel, < 18.64 kW, generators;GLO;machine operation, diesel, < 18.64 kW, generators
028ec628-13ee-4100-a498-4e6f77a16e54_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;clear-cutting, grassland to arable land, annual crop;AU;land tenure, arable land, measured as carbon net primary productivity, annual crop
0290a808-5e82-4f82-b431-085ed7c2779d_f7a8981c-e94e-4fb7-908d-2786f6f0749c.spold;market for concrete, for de-icing salt contact;CH;concrete, for de-icing salt contact
02915cdf-eaf9-4fcd-9aec-c63f1590c933_d2184fe3-da8e-40d0-a15e-f35bc3624d26.spold;soybean oil, refined, to generic market for vegetable oil, refined;GLO;vegetable oil, refined
0293edd4-eb90-427d-8140-05119f182656_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;ET;electricity, high voltage
029a0d81-9e52-470e-9971-063855cfb9fa_3fbcb3ea-30d6-5459-8ac1-955fb642e67f.spold;market for single superphosphate;RoW;single superphosphate
029c06ed-274e-4498-9365-5fe8fbd606e7_4ad5078c-3f14-440a-b9d6-b44ff0faec60.spold;aluminium sulfate production, without water, in 4.33% aluminium solution state;CA-QC;aluminium sulfate, without water, in 4.33% aluminium solution state
02a13b3a-bdec-469f-ba91-df832cb09f87_00478901-732f-4bf4-81cc-2255f9874512.spold;market for waste polypropylene;PE;waste polypropylene
02a2686c-6dd4-42a2-815f-baf164710221_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from RS;ME;electricity, high voltage
02a52927-b654-47e6-a47a-6eb7fa2b1e9b_e7d9edbf-64cc-434e-8bdc-90ecc8d2813c.spold;market for o-nitrophenol;RoW;o-nitrophenol
02a54e89-9a03-4eea-afcf-88058f9713c8_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;CL;electricity, low voltage
02a85069-435e-4bac-a039-d6c330f154c7_0f2ea065-f26c-4356-a261-39ef2799aea4.spold;ventilation system production, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger;RoW;ventilation system, central, 1 x 720 m3/h, steel ducts, with earth tube heat exchanger
02a89f45-db6f-4657-9f3f-0b7323490fbf_817c3650-4fed-4ef2-b9b6-404a198834e6.spold;steel production, converter, low-alloyed;RoW;steel, low-alloyed
02b2952a-8735-4b20-b002-a2ce9b74dfe6_198f9bb6-4268-4609-b85f-3f90f0d26d6d.spold;paper production, woodfree, uncoated, at non-integrated mill;RER;paper, woodfree, uncoated
02b635af-5bb9-4d88-b396-be54c039b18f_8cfc44b6-62f0-4485-aad5-d74532cb426f.spold;market for chemical factory;GLO;chemical factory
02b8d3d3-09a2-4d7e-a432-ac00a690adf7_f372d4c2-7310-4fb9-8bb6-bee214fd08d1.spold;land use change, perennial crop;PH;land use change, perennial crop
02b93461-1e21-4eec-9dc4-2eb844d96706_45fbbc41-7ae9-46cc-bb31-abfa11e69de0.spold;treatment of hazardous waste, hazardous waste incineration, with energy recovery;CH;heat, for reuse in municipal waste incineration only
02b93461-1e21-4eec-9dc4-2eb844d96706_637ee275-a239-4dcb-b084-abfa110dd65b.spold;treatment of hazardous waste, hazardous waste incineration, with energy recovery;CH;electricity, for reuse in municipal waste incineration only
02b93461-1e21-4eec-9dc4-2eb844d96706_e5208079-1561-4537-a1f8-863db2702d0f.spold;treatment of hazardous waste, hazardous waste incineration, with energy recovery;CH;hazardous waste, for incineration
02b9c478-69b7-4acb-8f28-6067443b96c5_6fd2896a-5454-4651-a604-0b443424fbdb.spold;market for metolachlor;GLO;metolachlor
02bb7b10-0348-4459-bbf6-24c392e2b60b_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from RU;AT;natural gas, high pressure
02bcccc1-3fad-46b4-95f3-3d322591a8b5_026c1068-871f-57e5-8fda-30d989615214.spold;container production, for collection of post-consumer waste plastic for recycling;CH;container, for collection of post-consumer waste plastic for recycling
02c502b4-ec14-4026-9d8f-c7c1cdd37d7f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, production mix;CN-YN;electricity, high voltage
02c6e687-45c8-4e31-a732-e5fa618e5bec_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;KR;electricity, high voltage
02cb9ad5-3682-4aba-b0f6-8240a307aa46_22cdbdf8-05c7-4410-9eff-7b12ff1877b3.spold;coriander production;IN;coriander
02cbe38a-c334-47ab-973a-b02f034aad59_df485397-82cf-40e8-9b57-5fdc9f2a4b2f.spold;market for wood preservation facility, hot/cold dipping tank;GLO;wood preservation facility, hot/cold dipping tank
02cd5f31-9a90-450d-832f-25282a470fc5_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;BR-SP;land tenure, arable land, measured as carbon net primary productivity, annual crop
02cdfe94-4d30-4ee2-8cc1-77cbcad2c92c_ca6f1ac4-edb1-417c-a56d-aecd7d9fb0ae.spold;market for long liner, steel;GLO;long liner, steel
02d234df-fa95-4a76-90a2-ef98824e27a0_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 570kWp open ground installation, multi-Si;CN-JL;electricity, low voltage
02d9a578-7236-449b-aae1-29ef066af0b8_eedc0baf-8370-4ad6-91c8-9f22aeddb0e9.spold;treatment of condensate from light oil boiler, capacity 1.1E10l/year;RoW;condensate from light oil boiler
02da21f4-5391-4ca9-a96e-6f38cf2a34ac_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;petroleum and gas production, off-shore;BR;natural gas, high pressure
02db65dc-2277-4e3b-996f-97b8edc0276e_cd27db73-0bae-4afa-a11a-e62153d7594b.spold;expanded perlite production;RoW;expanded perlite
02db734c-3aab-48d7-a697-1fd715cc55b3_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;IN-RJ;electricity, high voltage
02dd5c17-382f-4af8-9455-32b0f3a52e52_c59a5976-9a34-40b7-8874-f62b300c21e8.spold;sputtering, indium tin oxide, for liquid crystal display;RER;sputtering, indium tin oxide, for liquid crystal display
02dd7590-621c-4aae-912f-a3420d91bfa2_69b2236c-0085-4805-a883-619fc4188437.spold;market for spent catalyst base from ethyleneoxide production;GLO;spent catalyst base from ethyleneoxide production
02e2896a-0cf7-452d-a5d1-335987445f45_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;TW;electricity, high voltage
02e5fd8c-e1df-4fc6-8ef0-85eaa98019b6_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;IT;electricity, low voltage
02f23613-f9fb-4382-b0cb-028ae6fb6a88_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, reservoir, alpine region;CA-BC;electricity, high voltage
02f73650-fd35-4797-a377-00d1de76a788_7c0ab4ca-e778-44c1-a33d-c26466d32c1a.spold;market for energy and auxilliary inputs, metal working machine;RER;energy and auxilliary inputs, metal working machine
02f8c76a-ad81-4cf4-b6d9-454f684bf0ad_c17913f3-7fcb-4c75-823f-32c9ff843f43.spold;ethyl benzene production;RER;ethyl benzene
02faab11-d037-4d93-a92f-c5e419e95600_6d66b2a0-df54-4f29-90d6-ea6cd540771f.spold;treatment of wastewater from ceramic production, capacity 5E9l/year;CH;wastewater from ceramic production
0303e610-9b26-4c43-b6c6-b78b1c4fa1d0_ae1d776c-5278-46c3-b80a-0c5dcc182c0f.spold;lignite briquettes production;DE;lignite briquettes
03046ee9-64db-4ed4-a84e-bbaced096a08_1b7f1f4d-3af5-479b-9fcc-6f5be96f9791.spold;market for window frame, aluminium, U=1.6 W/m2K;GLO;window frame, aluminium, U=1.6 W/m2K
03074fff-793a-47a0-b345-34983586cad2_e180c07f-fa94-4f7c-8a2f-32cb78f52bd6.spold;petrol production, unleaded, petroleum refinery operation;Europe without Switzerland;petrol, unleaded
0307b720-5f13-409a-9bb0-07814a06f344_c5dc418f-3f77-43e6-8725-5032e6c99c8c.spold;silicon tetrachloride production;GLO;silicon tetrachloride
0307b720-5f13-409a-9bb0-07814a06f344_d349d8a1-79fb-433e-8bf4-64fbda6f657a.spold;silicon tetrachloride production;GLO;carbon monoxide
0308c66b-8e67-4702-8027-cc2b8f5a8354_0d4745c0-d967-4cfb-b23a-9736e6a4b00f.spold;market for wastewater from concrete production;CH;wastewater from concrete production
030c7aa5-4ff1-49d6-8870-d19a612a8c17_5b977c6a-8ee4-4b13-ba32-1abee8961826.spold;market for concrete, 25-30MPa;RoW;concrete, 25-30MPa
030f129f-fb8d-48d4-a1a1-b998a0eed625_1125e767-7b5d-442e-81d6-9b0d3e1919ac.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CZ;heat, district or industrial, natural gas
030f129f-fb8d-48d4-a1a1-b998a0eed625_66c93e71-f32b-4591-901c-55395db5c132.spold;heat and power co-generation, natural gas, conventional power plant, 100MW electrical;CZ;electricity, high voltage
0311ca39-1686-4de6-83bd-a8a84d465ad0_eec52dcb-5b55-414a-81e3-b1331ff3462c.spold;drying, sewage sludge;RoW;raw sewage sludge
031599da-51a1-414c-8f2d-b8e3e4b74507_68982c18-158b-4166-a54a-8321bfb0cc24.spold;petroleum slack wax production, petroleum refinery operation;RoW;petroleum slack wax
03208e07-f294-4339-b6fd-5f11dde131a7_6205fbc0-d3ad-46e2-9426-09c6293c417c.spold;market for residual softwood, wet;RER;residual softwood, wet
03222415-79b5-437d-9b8d-160b8f66c8e5_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;market for waste plastic, mixture;SK;waste plastic, mixture
0327e1de-1e20-4e5d-be08-48e2a1155917_720d079e-242b-4d52-9268-bc9ffa6b5692.spold;transport, freight, light commercial vehicle, EURO1;ZA;transport, freight, light commercial vehicle, EURO1
03317e61-cec6-4419-960a-56a427f5ddf1_66c93e71-f32b-4591-901c-55395db5c132.spold;market for electricity, high voltage;KE;electricity, high voltage
033311fc-95c2-417f-a599-10e80a901bd0_88afd721-07ec-4910-a004-fa3fecb6bf70.spold;treatment of waste plastic, mixture, unsanitary landfill, very wet infiltration class (1000mm);GLO;waste plastic, mixture
03337dda-6f1c-4f9c-9060-7860604c075d_6d225696-1251-46d4-bd99-8ee6679fe3e2.spold;graphite production, battery grade;CN;graphite, battery grade
0333ecf8-c9fd-42bc-bd76-4f65760c5769_923b53aa-9ea9-42f7-be62-c548d7889a5d.spold;glazing production, double, U<1.1 W/m2K, laminated safety glass;RoW;glazing, double, U<1.1 W/m2K, laminated safety glass
0336107b-0b26-401f-8f5c-8d6db9a03ac0_7aaf6060-f9b7-43bb-8aee-06aecf386798.spold;building construction, hall, steel construction;CH;building, hall, steel construction
0336bf5d-ac2f-4d44-a566-7abfe9fceb8c_b0b26bf6-ed2c-4844-a0be-aa7cef435585.spold;water pump operation, electric;MA;water pump operation, electric
033cb9f8-1cdf-4a71-bf48-f268b51beb9f_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from IT;MT;electricity, high voltage
033ea16f-1406-46bc-9bbd-8cb4250a0345_399489c2-92d1-4b5f-91ca-c23dafc52f4e.spold;containerboard production, linerboard, kraftliner;RoW;containerboard, linerboard
033ea16f-1406-46bc-9bbd-8cb4250a0345_43918f35-ec6f-4054-898b-c381aa071e93.spold;containerboard production, linerboard, kraftliner;RoW;turpentine
033ea16f-1406-46bc-9bbd-8cb4250a0345_6205fbc0-d3ad-46e2-9426-09c6293c417c.spold;containerboard production, linerboard, kraftliner;RoW;residual softwood, wet
033ea16f-1406-46bc-9bbd-8cb4250a0345_acfc9f7e-a0d7-4120-af03-a1bf03311db0.spold;containerboard production, linerboard, kraftliner;RoW;tall oil, crude
034119ad-7f9e-494d-b4ff-f5524e1c0fa6_c7bd9b85-63d3-481e-b51b-00435cbd54e8.spold;market for transport, passenger, motor scooter;GLO;transport, passenger, motor scooter
0344b864-67cc-42f5-953f-7c69041c15a5_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;US-RFC;electricity, medium voltage
03469b4d-b78d-4aa2-b476-3d856f855ce9_3fdbecc2-bb86-4c4b-8f5c-7b80e5e365c8.spold;concrete production, 25MPa, ready-mix, with cement blast furnace slag 35-70%;BR;concrete, 25MPa
0346eeaa-43a9-486b-86d7-644953119294_2669baa0-c363-4ba4-bb4d-6c7cff61d241.spold;market for sawnwood, softwood, dried (u=20%), planed;RER;sawnwood, softwood, dried (u=20%), planed
034ac986-46c6-4c21-b444-5e94f52cc1ff_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas;BE;heat, district or industrial, other than natural gas
034b1f9e-cb29-4f3e-be42-81dad117ed7d_2876729c-d7d3-4c0e-9784-c197bd166083.spold;treatment of used light commercial vehicle;RoW;used light commercial vehicle
034bb15f-d609-41ea-a297-1190fe982e6c_48d0dc93-d3ad-4fdd-b6a7-3b8f63023004.spold;market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, carbon dioxide, liquid refri(...)_7;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO5, carbon dioxide, liquid refrigerant, freezing
